cdk8,32~33,~N[1*]C1CC1,3
cdk8,32~40,C[1*]N~C[1*]N1CCNCC1,6
cdk8,32~18,c[1*]c1cnn(C)c1~N[3*]C.c[1*]:cnn(:[2*])C,7
cdk8,32~35,C[1*]N~C[1*]N1CC(O)C1,5
cdk8,32~30,C[1*]N~C[1*]N1CC[C@H](O)C1,7
cdk8,32~24,c[1*]C(N)=O~c[1*]NC(C)=O,4
cdk8,32~25,c[1*]C(N)=O~c[1*]NS(C)(=O)=O,5
cdk8,32~41,C[1*]N~C[1*]N1CCCCC1,6
cdk8,32~36,C[1*]N~C[1*]N1CC(OC)C1,6
cdk8,32~28,c[1*]C(N)=O~c[1*]N1CCOCC1,6
cdk8,32~20,~N[2*]C.C[1*]C(C)(C)O,5
cdk8,32~16,c[1*]c1cnn(C)c1~N[2*]C.c[1*]C,7
cdk8,32~15,c[1*]c1cnn(C)c1~N[3*]C.c[1*]OC.c[2*]OC,9
cdk8,32~26,c[1*]C(N)=O~c[1*]N1CCCC1=O,6
cdk8,32~17,c[1*]c1cnn(C)c1~N[3*]C.c[1*]:n(C)nc:[2*],7
cdk8,32~29,c[1*]C(N)=O~c[1*]S(=O)(=O)NC1CC1,7
cdk8,32~21,c[1*]C(N)=O~c[1*]c1cn(C)cn1,6
cdk8,32~37,C[1*]N~C[1*]N1CCCC1,5
cdk8,32~34,C[1*]N~C[1*]N1CC(F)(F)C1,6
cdk8,32~39,C[1*]N~C[1*]N1CCOCC1,6
cdk8,32~22,c[1*]C(N)=O~c[1*]c1nccn1C,6
cdk8,32~38,C[1*]N~C[1*]N1CCC(F)(F)C1,7
cdk8,32~27,c[1*]C(N)=O~c[1*]NCCNC(C)=O,7
cdk8,32~31,C[1*]N~C[1*]N1CC[C@@H](O)C1,7
cdk8,32~23,c[1*]C(N)=O~c[1*]c1cc(N)ccn1,7
cdk8,32~19,~N[1*]C,1
cdk8,33~40,C[1*]NC1CC1~C[1*]N1CCNCC1,6
cdk8,33~18,c[1*]c1cnn(C)c1.N[2*]C1CC1~N[3*]C.c[1*]:cnn(:[2*])C,9
cdk8,33~35,C[1*]NC1CC1~C[1*]N1CC(O)C1,5
cdk8,33~30,C[1*]NC1CC1~C[1*]N1CC[C@H](O)C1,7
cdk8,33~24,c[1*]C(=O)NC1CC1~c[1*]NC(C)=O,6
cdk8,33~25,c[1*]C(=O)NC1CC1~c[1*]NS(C)(=O)=O,6
cdk8,33~41,C[1*]NC1CC1~C[1*]N1CCCCC1,6
cdk8,33~36,C[1*]NC1CC1~C[1*]N1CC(OC)C1,6
cdk8,33~28,c[1*]C(=O)NC1CC1~c[1*]N1CCOCC1,1
cdk8,33~20,N[1*]C1CC1~N[2*]C.C[1*]C(C)(C)O,5
cdk8,33~16,c[1*]c1cnn(C)c1.N[2*]C1CC1~N[2*]C.c[1*]C,9
cdk8,33~15,c[1*]c1cnn(C)c1.N[2*]C1CC1~N[3*]C.c[1*]OC.c[2*]OC,10
cdk8,33~26,c[1*]C(=O)NC1CC1~c[1*]N1CCCC1=O,1
cdk8,33~17,c[1*]c1cnn(C)c1.N[2*]C1CC1~N[3*]C.c[1*]:n(C)nc:[2*],9
cdk8,33~29,c[1*]C(=O)NC1CC1~c[1*]S(=O)(=O)NC1CC1,7
cdk8,33~21,c[1*]C(=O)NC1CC1~c[1*]c1cn(C)cn1,1
cdk8,33~37,C[1*]NC1CC1~C[1*]N1CCCC1,5
cdk8,33~34,C[1*]NC1CC1~C[1*]N1CC(F)(F)C1,6
cdk8,33~39,C[1*]NC1CC1~C[1*]N1CCOCC1,6
cdk8,33~22,c[1*]C(=O)NC1CC1~c[1*]c1nccn1C,1
cdk8,33~38,C[1*]NC1CC1~C[1*]N1CCC(F)(F)C1,7
cdk8,33~27,c[1*]C(=O)NC1CC1~c[1*]NCCNC(C)=O,7
cdk8,33~31,C[1*]NC1CC1~C[1*]N1CC[C@@H](O)C1,7
cdk8,33~23,c[1*]C(=O)NC1CC1~c[1*]c1cc(N)ccn1,7
cdk8,33~19,N[1*]C1CC1~N[1*]C,3
cdk8,40~35,N[1*]CCNCC[2*]~N[1*]CC(O)C[2*],5
cdk8,40~30,N[1*]CCNCC[2*]~N[1*]C[C@@H](O)CC[2*],6
cdk8,40~24,c[1*]C(=O)N1CCNCC1~c[1*]NC(C)=O,8
cdk8,40~25,c[1*]C(=O)N1CCNCC1~c[1*]NS(C)(=O)=O,8
cdk8,40~41,N[1*]CCNCC[2*]~N[1*]CCCCC[2*],1
cdk8,40~36,N[1*]CCNCC[2*]~N[1*]CC(C[2*])OC,1
cdk8,40~28,c[1*]C(=O)N1CCNCC1~c[1*]N1CCOCC1,8
cdk8,40~20,C[1*]N1CCNCC1~C[2*]NC.C[1*]C(C)(C)O,8
cdk8,40~26,c[1*]C(=O)N1CCNCC1~c[1*]N1CCCC1=O,8
cdk8,40~45,c[1*]c1cnn(C)c1.N[2*]CCNCC[3*]~c[1*]:cnn(:[2*])C.c[3*]CC(C[4*])OC,7
cdk8,40~29,c[1*]C(=O)N1CCNCC1~c[1*]S(=O)(=O)NC1CC1,8
cdk8,40~21,c[1*]C(=O)N1CCNCC1~c[1*]c1cn(C)cn1,8
cdk8,40~37,N[1*]CCNCC[2*]~N[1*]CCCC[2*],5
cdk8,40~34,N[1*]CCNCC[2*]~N[1*]CC(F)(F)C[2*],1
cdk8,40~39,N[1*]CCNCC[2*]~N[1*]CCOCC[2*],1
cdk8,40~22,c[1*]C(=O)N1CCNCC1~c[1*]c1nccn1C,8
cdk8,40~38,N[1*]CCNCC[2*]~N[1*]CCC(F)(F)C[2*],6
cdk8,40~27,c[1*]C(=O)N1CCNCC1~c[1*]NCCNC(C)=O,8
cdk8,40~31,N[1*]CCNCC[2*]~N[1*]CC[C@@H](O)C[2*],6
cdk8,40~23,c[1*]C(=O)N1CCNCC1~c[1*]c1cc(N)ccn1,8
cdk8,40~19,C[1*]N1CCNCC1~C[1*]NC,6
cdk8,44~18,C[1*]N1CC(O)C1~C[1*]NC,5
cdk8,44~35,c[1*]:cnn(:[2*])C~c[1*]c1cnn(C)c1,6
cdk8,44~36,c[1*]:cnn(:[2*])C~c[1*]c1cnn(C)c1.O[2*]C,7
cdk8,44~16,C[3*]N1CC(O)C1.c[1*]:cnn(:[2*])C~C[2*]NC.c[1*]C,9
cdk8,44~17,C[3*]N1CC(O)C1.c[1*]:cnn(:[2*])C~C[3*]NC.c[1*]:n(C)nc:[2*],6
cdk8,44~45,~O[1*]C,1
cdk8,44~43,N[1*]CC(O)C[2*]~N[1*]CC(F)(F)CC[2*],6
cdk8,44~29,c[1*]C(=O)N1CC(O)C1.c[2*]:cnn(:[3*])C~c[1*]S(=O)(=O)NC1CC1.c[2*]c1cnn(C)c1,7
cdk8,44~37,c[1*]:cnn(:[2*])C.c[3*]CC(O)C[4*]~c[1*]c1cnn(C)c1.N[2*]CCCC[3*],7
cdk8,44~34,c[1*]:cnn(:[2*])C.c[3*]O~c[1*]c1cnn(C)c1.C[2*]F.C[3*]F,8
cdk8,44~27,c[1*]C(=O)N1CC(O)C1.c[2*]:cnn(:[3*])C~c[1*]NCCNC(C)=O.c[2*]c1cnn(C)c1,7
cdk8,44~23,c[1*]C(=O)N1CC(O)C1.c[2*]:cnn(:[3*])C~c[1*]c1cc(N)ccn1.c[2*]c1cnn(C)c1,7
cdk8,44~42,N[1*]CC(O)C[2*]~N[1*]C[C@@H](O)CC[2*],6
cdk8,18~14,C[1*]c1ccc2c(cnn2C)c1~C[1*]C(C)C,10
cdk8,18~24,c[1*]C(=O)NC.c[2*]:cnn(:[3*])C~c[1*]NC(C)=O.c[2*]c1cnn(C)c1,7
cdk8,18~20,c[1*]:cnn(:[2*])C~c[1*]c1cnn(CC(C)(C)O)c1,10
cdk8,18~16,c[1*]:cnn(:[2*])C~c[1*]C,4
cdk8,18~15,c[1*]:cnn(:[2*])C~c[1*]OC.c[2*]OC,6
cdk8,18~17,c[1*]:cnn(:[2*])C~c[1*]:n(C)nc:[2*],1
cdk8,18~45,C[1*]NC~C[1*]N1CC(OC)C1,6
cdk8,18~43,C[1*]NC~C[1*]N1CCC(F)(F)C1,7
cdk8,18~42,C[1*]NC~C[1*]N1CC[C@H](O)C1,7
cdk8,18~19,c[1*]:cnn(:[2*])C~c[1*]c1cnn(C)c1,6
cdk8,35~30,N[1*]CC(O)C[2*]~N[1*]C[C@@H](O)CC[2*],6
cdk8,35~24,c[1*]C(=O)N1CC(O)C1~c[1*]NC(C)=O,7
cdk8,35~25,c[1*]C(=O)N1CC(O)C1~c[1*]NS(C)(=O)=O,7
cdk8,35~41,N[1*]CC(O)C[2*]~N[1*]CCCCC[2*],5
cdk8,35~36,~O[1*]C,1
cdk8,35~28,c[1*]C(=O)N1CC(O)C1~c[1*]N1CCOCC1,7
cdk8,35~20,C[1*]N1CC(O)C1~C[2*]NC.C[1*]C(C)(C)O,7
cdk8,35~26,c[1*]C(=O)N1CC(O)C1~c[1*]N1CCCC1=O,7
cdk8,35~45,c[1*]c1cnn(C)c1~c[1*]:cnn(:[2*])C.c[3*]C,7
cdk8,35~29,c[1*]C(=O)N1CC(O)C1~c[1*]S(=O)(=O)NC1CC1,1
cdk8,35~21,c[1*]C(=O)N1CC(O)C1~c[1*]c1cn(C)cn1,7
cdk8,35~37,N[1*]CC(O)C[2*]~N[1*]CCCC[2*],1
cdk8,35~34,C[1*]O~C[1*]F.C[2*]F,2
cdk8,35~39,N[1*]CC(O)C[2*]~N[1*]CCOCC[2*],5
cdk8,35~22,c[1*]C(=O)N1CC(O)C1~c[1*]c1nccn1C,7
cdk8,35~38,N[1*]CC(O)C[2*]~N[1*]CCC(F)(F)C[2*],6
cdk8,35~27,c[1*]C(=O)N1CC(O)C1~c[1*]NCCNC(C)=O,1
cdk8,35~31,N[1*]CC(O)C[2*]~N[1*]CC[C@@H](O)C[2*],6
cdk8,35~23,c[1*]C(=O)N1CC(O)C1~c[1*]c1cc(N)ccn1,1
cdk8,35~19,C[1*]N1CC(O)C1~C[1*]NC,5
cdk8,14~16,C[1*]C(C)C~C[1*]c1cccc(C)c1,7
cdk8,14~15,C[1*]C(C)C~C[1*]c1ccc(OC)c(OC)c1,10
cdk8,14~17,C[1*]C(C)C~C[1*]c1ccc2cnn(C)c2c1,10
cdk8,30~24,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]NC(C)=O,9
cdk8,30~25,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]NS(C)(=O)=O,9
cdk8,30~41,N[1*]CC[C@H](O)C[2*]~N[1*]CCCCC[2*],6
cdk8,30~36,N[1*]CC[C@H](O)C[2*]~N[1*]CC(C[2*])OC,6
cdk8,30~28,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]N1CCOCC1,9
cdk8,30~13,c[1*]c1cnn(C)c1~c[1*]O.c[2*]C,7
cdk8,30~20,C[1*]N1CC[C@H](O)C1~C[2*]NC.C[1*]C(C)(C)O,9
cdk8,30~26,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]N1CCCC1=O,9
cdk8,30~43,c[1*]c1cnn(C)c1.CH[2*]O~c[1*]:cnn(:[2*])C.c[4*]F.C[3*]F,8
cdk8,30~29,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]S(=O)(=O)NC1CC1,9
cdk8,30~21,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]c1cn(C)cn1,9
cdk8,30~37,CH[1*]O~,1
cdk8,30~34,N[1*]CC[C@H](O)C[2*]~N[1*]CC(F)(F)C[2*],6
cdk8,30~39,N[1*]C[C@@H](O)CC[2*]~N[1*]CCOCC[2*],6
cdk8,30~22,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]c1nccn1C,9
cdk8,30~38,CH[1*]O~C[1*]F.C[2*]F,2
cdk8,30~27,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]NCCNC(C)=O,9
cdk8,30~31,~,1
cdk8,30~23,c[1*]C(=O)N1CC[C@H](O)C1~c[1*]c1cc(N)ccn1,9
cdk8,30~42,c[1*]c1cnn(C)c1~c[1*]:cnn(:[2*])C,6
cdk8,30~19,C[1*]N1CC[C@H](O)C1~C[1*]NC,7
cdk8,24~25,N[1*]C(C)=O~N[1*]S(C)(=O)=O,4
cdk8,24~41,c[1*]NC(C)=O~c[1*]C(=O)N1CCCCC1,8
cdk8,24~36,c[1*]NC(C)=O~c[1*]C(=O)N1CC(OC)C1,8
cdk8,24~28,c[1*]NC(C)=O~c[1*]N1CCOCC1,6
cdk8,24~20,c[1*]NC(C)=O~c[1*]C(=O)NC.C[2*]C(C)(C)O,5
cdk8,24~16,c[1*]NC(C)=O.c[2*]c1cnn(C)c1~c[1*]C(=O)NC.c[2*]C,7
cdk8,24~15,c[1*]NC(C)=O.c[2*]c1cnn(C)c1~c[1*]C(=O)NC.c[2*]OC.c[3*]OC,9
cdk8,24~26,c[1*]NC(C)=O~c[1*]N1CCCC1=O,6
cdk8,24~17,c[1*]NC(C)=O.c[2*]c1cnn(C)c1~c[1*]C(=O)NC.c[2*]:n(C)nc:[3*],7
cdk8,24~29,c[1*]NC(C)=O~c[1*]S(=O)(=O)NC1CC1,7
cdk8,24~21,c[1*]NC(C)=O~c[1*]c1cn(C)cn1,6
cdk8,24~37,c[1*]NC(C)=O~c[1*]C(=O)N1CCCC1,7
cdk8,24~34,c[1*]NC(C)=O~c[1*]C(=O)N1CC(F)(F)C1,8
